연도,지역,대학명,전형 ,학과,면접유형,평가요소,면접문항
2024,서울,성균관대,학생부종합(학과모집),의예,제시문면접,-,"※ 아래 지시문을 읽고, 면접위원의 질문에 답하시오. 
지수는 요양원에서 기억력이 떨어진 어르신을 교대로 돌보는 봉사활동 중이다. 안전 문제 때문에 어르신을 혼자 두어서는 안 되고, 봉사자가 집에 갈 때는 다음 봉사자에게 
담당했던 어르신의 상태에 대해 자세히 알려주고 가야 한다고 교육을 받았다. 중요한 약속이 있던 어느 날, 다음 봉사자인 영서가 정해진 시간에 오지 않았다. 30분 정도를 기다리던 지수는 원래 영서가 챙겨드리던 약을 대신 어르신께 드린 뒤, 어르신을 혼자 두고 요양원을 나섰다. 늦게 도착한 영서는 어르신이 약을 드셨는지 알지 못해 지수에게 전화를 걸었으나 핸드폰이 꺼져있었다. 고민하던 영서는 어르신께 약을 드렸고, 평소보다 두배의 약을 복용한 어르신이 쓰러져 병원에 실려 가는 일이 생겼다. 입원 후 다행히도 어르신은 기력을 회복하였다. 다음 날, 지수는 봉사 담당자에게 주의를 들었다. 죄책감이 드는 한편 억울한 마음도 들었다. 
질문) 지원자가 지수라면 지수가 대처한 방법에 대해서 어떻게 생각하나요?"
2024,서울,성균관대,학생부종합(학과모집),의예,제시문면접,-,"※ 아래 지시문을 읽고, 면접위원의 질문에 답하시오.
[자료 1] 노벨상을 패러디해 만들어진 이그노벨상은 상식을 뛰어넘는 재미있고 엉뚱한 발상을 연구한 과학적 업적에 수여된다. 2023년 공중보건 부문에 선정된 스마트변기는 내장된 감지장치(센서)를 이용해 건강상태를 진단하는 기술이다.
[자료 2] 다음은 대표적인 미래유망기술이다. 플렉서블 배터리 (Flexible Battery): 웨어러블 기기 및 전자섬유 같은 유연성 있는 물질에 전력을 공급하는 기술. 확장현실(XR, Extendend Reality): 현실과 가상 세계를 연결하는 몰입형 기술. 생성형 인공지능(AI, Artificial Intelligence): 학습을 바탕으로 이용자의 요구에 따라 결과물을 생성하는 인공지능의 한 형태
질문) 1. 스마트변기가 상용화된다면 우리의 일상은 어떻게 바뀔까요?
2. 지원자가 제시된 미래유망기술(2가지 이상)을 이용하여 “스마트마스크”를 개발한다면, 어떤 마스크를 만들 것인가요?"
2024,서울,성균관대,학생부종합(학과모집),사범대학,-,교직적성,"과학기술의 발달로 인공지능(AI)과 메타버스를 활용한 교육이 크게 증가하고 있다. 이에 따라 가상현실을 이용한 효과적인 교육과 인공지능(AI) 교사의 적절한 활용에 대한 
논의도 함께 이루어지고 있다. 이러한 테크놀로지의 이용과 가상현실을 이용한 교육이 확대되고 있는 상황에서 인간 교사의 역할은 무엇이 되어야 한다고 생각하는지 구체적 예를 들어 설명하시오."
2024,서울,성균관대,학생부종합(학과모집),사범대학,-,교직인성,"교사들은 학생에 대한 교육과 지도를 해야 하며, 이에 따른 직무권한인 수업권을 가지고 있다. 다만 이러한 교사의 수업권이 학생과 학부모들의 과도한 학습권 요구로 침
해받는 경우가 점차로 증가하고 있다. 예비 교사로서 교사의 수업권과 학생의 학습권이 학교 현장에서 어떻게 조화를 이룰 수 있을 것인지 구체적 예를 들어 설명하시오."
2024,서울,성균관대,학생부종합(학과모집),스포츠과학,-,전공적성,"1. 스포츠를 왜 취미나 건강이 아닌 하나의 학문 영역으로 대학에서 분류해 놓았으며, 왜 본인이 이 영역을 전공하고자 하는지 논리적으로 설명하시오. 
2. 대학에서 스포츠과학을 전공하기 위해 일정 수준의 실기 능력이 반드시 필요한가에 대하여 본인이 생각하는 바를 설명하시오. "
2024,서울,성균관대,학생부종합(학과모집),스포츠과학,-,"인성, 표현력, 논리력","1. ‘성균관대학교’ 스포츠과학과에 지원한 동기를 구체적으로 설명하시오. 
2. 대학 생활에서 교과과정 이외에 본인이 중요하다고 생각하는 것을 설명하시오. 
3. 본인이 10년 후 미래에 대해 어떻게 생각하는지 말하시오. 본인이 생각하는 10년 후 미래의 모습을 이루기 위해 구체적으로 어떻게 할지 설명하시오."
2024,서울,성균관대,일반전형,의예,-,-,"※ 아래 지시문을 읽고, 면접위원의 질문에 답하시오. 
레오는 장애인 통합교육을 하는 고등학교에 다니고 있으며, 반에서 반장을 맡고 있다. 레오의 반에는 지적장애가 있는 수빈이가 다른 비장애 학생들과 함께 국어, 통합사회, 음악 수업을 듣고 있다. 그런데 수빈이는 수업에 들어올 때마다 방해가 될 정도로 앞자리 학생의 의자를 차거나 소리를 지른다. 
1) “통합교육”이란 특수교육대상자가 일반학교에서 장애유형ㆍ장애정도에 따라 차별을 받지 아니하고 또래와 함께 개개인의 교육적 요구에 적합한 교육을 받는 것을 말한다.(장애인 등에 대한 특수교육법 제2조 제6항)
2) 통합교육은 장애학생이 일반학급(통합학급)에서 생활하는 시간에 따라 완전통합교육과 부분통합교육으로 나뉜다. 
3) 부분통합교육은 학생의 장애 유형과 정도에 따라 교육과정이 편성되고, 수업 시간이 배정된다. 고등학교 과정에서는 특정 교과 중심으로 통합교육이 이루어지고 있다. 질문) 지원자가 “레오”라면 어떻게 할까요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,출결상황,"무단출결(결석/지각/조퇴/결과)이 ○○회 있던데, 그 이유나 상황을 설명해보겠어요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,출결상황,"질병출결(결석/지각/조퇴/결과)이 ○○회 있던데, 그 이유나 상황을 설명해보겠어요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,출결상황,"기타출결(결석/지각/조퇴/결과)이 ○○회 있던데, 그 이유나 상황을 설명해보겠어요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,자율활동,교내 행사에 자발적이고 주도적으로 참여했던 활동 및 노력이 있으면 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,자율활동,"(학급/학년/전교) 회장/부회장/부장으로서 가장 힘들었던 사례를 들고, 그 어려움을 어떻게 극복했는지 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,자율활동,"(학급/학년/전교) 회장/부회장/부장으로서 가장 잘했거나 보람되었던 사례를 들고, 구체적인 노력을 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,자율활동,(학급/학년/전교) 회장/부회장/부장으로서 구성원들의 화합을 위해 어떤 노력을 기울였나요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,자율활동,"대학에 입학하면 여러 과목에서 팀프로젝트를 수행해야 하는데, 적극적으로 참여하지 않는 친구가 있다면 본인은 그 상황에서 어떻게 대처할지 해결방안을 말해보세요.
"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,자율활동,본인이 생각하기에 학교생활 중 의미 있는 리더십(혹은 팔로워십)의 자세를 보여준활동은 무엇이 있었으며 그것이 왜 본인에게 의미가 있었는지 
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,자율활동,구성원의 화합과 단결을 이끌어가기 위한 구체적인 행동 경험이 있으면 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,동아리 활동에서 자발적인 참여 또는 운영으로 본인의 능력을 드러내는 사례가 있으면 구체적으로 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,동아리 활동에서 문제상황에 직면했을 때 창의적인 발상으로 해결책을 가지고 극복하고자 노력한 경험이 있으면 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,"동아리 활동에서 ○○주제와 관련하여 경험하였는데, △와 □ 개념의 차이에 대해설명해 보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,"전공 관련 동아리 활동 중 본인에게 가장 유의미한 활동은 무엇이며, 어떤 노력을하였고, 그를 통해 배운 점이나 느낀 점을 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,"동아리 회장/부회장/조장으로서 동아리 내 갈등 관리의 사례가 있다면, 구체적으로어떻게 대처했는지 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,"동아리 활동 중 기억에 남는 것이 무엇이고, 어떤 이유로 시작하게 되었으며, 이를통해 배운 점이나 느낀 점을 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,"공동의 목표를 위해 자신의 역할에 책임을 다하고 협동하며, 그 목표를 완수한 경험이 있으면 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,"동아리 활동에서 흔히 발생하는 의견대립이 있을 텐데, 어떤 마음가짐으로 문제 해결에 임하였나요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,동아리활동,동아리 활동을 통해 가장 기억에 남는 원리 또는 새롭게 알게 된 지식은 무엇인가요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,진로활동,진로 설정을 위해 어떤 과정을 거쳐 진로 탐색과 체험 등 노력했는지 구체적으로 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,진로활동,지원한 학과에 입학하여 어떤 공부를 하고 싶은지 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,진로활동,전공 관련 진로활동을 통해 배우고 느꼈던 점이 있으면 사례를 통해 말해보세요
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,진로활동,진로희망이 변경된 구체적인 계기나 동기가 있나요? 진로를 바꾸기까지 구체적으로노력한 점은 무엇인가요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,진로활동,○○분야에 관심을 갖게 된 이유는 무엇인가요? 관련한 교내 활동 중 가장 인상적인경험을 소개해 주세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,진로활동,지원전공과 관련하여 자신의 가장 우수한 역량은 무엇이라고 생각하나요? 어떤 활동을 통해 그 역량을 키웠나요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,진로활동,자신의 꿈을 위해 스스로 계획하거나 주도적으로 추진해 나간 노력이 있으면 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,"수행평가 및 과제 등 탐구 관련 활동에서 열의와 지적 관심을 갖고 있는 과목은 무엇이며, 그 탐구활동에 대해 구체적으로 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,세부능력 및 특기사항에 기재 된 연구활동 중 ○○주제와 관련하여 해당 주제를 선택하게 된 이유와 진행 과정에서 어려웠던 점을 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,학업 수행 과정에서 지속적인 노력을 기울였던 사례가 있으면 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,"지원자를 멘토로 따르는 후배가 있다면, 그 멘티에게 알려주고 싶은 학습방법(학습노하우)에 대해 설명해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,"가장 열심히 공부했던 과목은 무엇이며, 그 과목이 지원한 본 전공과 어떤 관련이있다고 생각하나요?(정규수업/방과후학교/공동교육과정 등의 개방형 선택 교육과정포함)"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,(수업 시간에 대한 평가가 긍정적/부정적으로 기재되어 있는 경우) 본인은 수업 시간에 어떤 학생이라고 생각하나요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,"전공 관련 스스로 선택하여 수강한 과목은 무엇이며, 그 과목의 이수나 도전적인 과제를 완수하기 위해 어떤 노력을 하였나요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,"고교생활 중 가장 가장 열정적으로 참여(공부)한 활동(과목)은 무엇이었고, 구체적으로 어떤 활동(공부)를 하였는지 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,"가장 공부하기 어려웠던 과목은 무엇이며, 그 과목의 성적을 끌어올리기 위해 어떠한 노력을 하였나요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,교과및세부능력특기사항,"학업능력을 유지 또는 끌어올리기 위해 본인만의 자기주도적인 방법이 있으면 말해보세요.
"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,일반학과,-,행동특성및종합의견,"(지원자의 발전가능성과 관련하여 기재된 내용이 있다면) ""~하다""라는 담임선생님의종합의견 내용과 관련한 구체적 활동 사례가 무엇이 있었는지 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,"교육 관련 동아리 활동 중 기억에 남는 것이 무엇이고, 어떤 이유로시작하게 되었으며, 이를 통해 배운 점이나 느낀 점을 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,교육 관련 봉사활동 경험과 활동에서 향후 되고자 하는 교사상에 영향을 미친 점이 있다면 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,"교사와 갈등이 있었던 경험이 있다면? 만약, 본인이 교사의 입장이었다면 동일한 상황에서 어떠한 결정을 할 것인지 말해보세요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,"교육에 대한 관심이 많다고 서술되어 있는데, 진로 선택에 도움이 되었던 경험이 있다면 무엇인가요?"
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,"교육동아리 반장으로서 동아리 내 갈등 관리의 사례가 있다면, 구체적으로 어떻게 대처했는지 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,○○교육이라는 전공과 관련하여 봉사활동을 한 경험이 있는지요?있으면 설명해주세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,○○활동을 진행하면서 담당 교사와 갈등이 있었는데 이를 어떻게복하였나요? 미래에 교사가 된다면 동일한 상황에서 어떠한 결정을 할 것인지 말해보세요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,지원자가 리더십을 발휘했다고 기재되어 있는데 이를 잘 나타낼 수있는 사례를 말해주세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,○○ 활동 통해 ○○교육 진로에 대해 어떠한 구체적인 비전을 가지게 되었는지 말씀해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,앞으로 ○○교육과에 진학하게 된다면 어떤 봉사활동이나 전공 관련활동을 할 계획인지요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,○○교사가 되기 위해 자기주도적으로 학습하고 성과를 얻은 경험이있다면 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,○○ 교사가 되기 위해 어떤 분야에 대한 관심과 도전이 필요하다고생각하는지요?
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,○○ 교사는 어떤 역할을 하고 무엇을 가르치는 교사라고 생각하는지 말해보세요.
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,"○○에서 ○○교사로 진로 희망이 변경되었는데, 진로 설정을 위해어떤 과정을 거쳐 진로 탐색과 체험 등 노력했는지 구체적으로 말해보세요."
2024,서울,성신여대,학생부(종합)_자기주도인재전형,사범대학,-,교직 적성·인성,"○○교육 분야 동아리 활동을 하였는데, 이러한 동아리 활동에서 자발적인 참여 또는 운영으로 본인의 능력을 드러내는 사례가 있으면구체적으로 말해보세요."
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,자율활동,교내 행사에 자발적이고 주도적으로 참여했던 활동 및 노력이 있으면 말해보세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,자율활동,"대학에 입학하면 여러 과목에서 팀프로젝트를 수행해야 하는데, 적극적으로 참여하지않는 친구가 있다면 본인은 그 상황에서 어떻게 대처할지 해결방안을 말해보세요."
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,자율활동,본인이 생각하기에 학교생활 중 의미 있는 리더십(혹은 팔로워십)의 자세를 보여준 활동은 무엇이 있었으며 그것이 왜 본인에게 의미가 있었는지 말해보세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,동아리활동,동아리 활동에서 자발적인 참여 또는 운영으로 본인의 능력을 드러내는 사례가 있으면 구체적으로 말해보세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,동아리활동,"동아리 활동 중 기억에 남는 것이 무엇이고, 어떤 이유로 시작하게 되었으며, 이를 통해 배운 점이나 느낀 점을 말해보세요."
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,동아리활동,"공동의 목표를 위해 자신의 역할에 책임을 다하고 협동하며, 그 목표를 완수한 경험이있으면 말해보세요."
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,동아리활동,"동아리 활동에서 흔히 발생하는 의견대립이 있을 텐데, 어떤 마음가짐으로 문제 해결에 임하였나요?"
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,동아리활동,동아리 활동을 통해 가장 기억에 남는 원리 또는 새롭게 알게 된 지식은 무엇인가요?
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,진로활동,진로 설정을 위해 어떤 과정을 거쳐 진로 탐색과 체험 등 노력했는지 구체적으로 말해보세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,진로활동,지원한 학과에 입학하여 어떤 공부를 하고 싶은지 말해보세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,진로활동,전공 관련 진로활동을 통해 배우고 느꼈던 점이 있으면 사례를 통해 말해보세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,진로활동,진로희망이 변경된 구체적인 계기나 동기가 있나요? 진로를 바꾸기까지 구체적으로노력한 점은 무엇인가요?
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,진로활동,○○분야에 관심을 갖게 된 이유는 무엇인가요? 관련한 교내 활동 중 가장 인상적인경험을 소개해 주세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,교과및세부능력특기사항,"수행평가 및 과제 등 탐구 관련 활동에서 열의와 지적 관심을 갖고 있는 과목은 무엇이며, 그 탐구활동에 대해 구체적으로 말해보세요."
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,교과및세부능력특기사항,학업 수행 과정에서 지속적인 노력을 기울였던 사례가 있으면 말해보세요.
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,교과및세부능력특기사항,"가장 열심히 공부했던 과목은 무엇이며, 그 과목이 지원한 본 전공과 어떤 관련이 있다고 생각하나요?(정규수업/방과후학교/공동교육과정 등의 개방형 선택 교육과정 포함)"
2024,서울,성신여대,학생부(종합)_특수교육대상자전형,-,-,행동특성및종합의견,"(지원자의 발전가능성과 관련하여 기재된 내용이 있다면) ""~하다""라는 담임선생님의 종합의견 내용과 관련한 구체적 활동 사례가 무엇이 있었는지 말해보세요."
2024,서울,성신여대,재외국민과 외국인 특별전형,인문계,-,-,"1. 문화 차이로 인한 어려움을 겪었거나 반대로 이득을 본 경우에대해 구체적인 사례를 들어 설명하고 서로의 문화를 이해하기위해 어떤 노력을 기울여야 하는지 말해 보세요.
2. 한국에서 수도권 집중화는 다양한 사회적 문제를 낳고 있다.수도권 집중화가 가져오는 폐해에 대해 설명하고, 이를 완화할수 있는 방안을 제시해 보세요."
2024,서울,성신여대,재외국민과 외국인 특별전형,사회계,-,-,"1. 최근 인공지능(AI) 및 로봇의 도입에 따른 사회변화에 대한 논의가 활발하게 이루어지고 있습니다. 일자리 측면에서 인공지능및 로봇의 도입의 긍정적인 측면과 부정적인 측면을 이야기해보세요.
2. 사회적 불평등이 여전히 지속되고 있는 상황에서 사회적 불평등의 내용이 무엇인지 그리고 사회적 불평등을 완화할 수 있는방안에 대해 설명해 보세요."
2024,서울,성신여대,재외국민과 외국인 특별전형,공학·자연계,-,-,"1. 최근 Chat GPT를 비롯한 생성형 인공지능들의 활용 범위가 점차 넓어지고 있습니다. 이러한 생성형 인공지능의 발전과 활용이 가져오는 긍정적인 효과는 무엇일지, 그리고 이에 수반되는부작용은 어떠한 것이 있을지 설명해 주세요.
2. 최근 코로나바이러스감염증-19의 국제적 공중 보건 비상사태가해제되었습니다. 자칫 의료 붕괴로 인해 인류에 위협이 될 수도있는 상황이었지만, 백신 개발에 따라 생활방역 수준으로 대응하고 있습니다. 이러한 코로나바이러스감염증-19가 우리 생활에크게 영향을 준 사례를 예시로 하나 들고, 과학 기술이 인류의지속 가능한 발전에 어떻게 기여하는지에 대한 생각을 말해 주세요."
2024,서울,성신여대,재외국민과 외국인 특별전형,미술계,-,-,"1. 미술을 시작하게 된 계기에 대해 제시하고 우리나라의 현대미술이 세계적으로 어느 정도 위치에 있으며 독특함은 무엇이라고 생각하는지 그 이유에 대해 구체적으로 설명하세요.
2. 인공지능(AI)을 이용한 예술품 제작이 현실화되고 메타버스 세계에서의 전시도 활성화되고 있습니다. 미술은 어떤 모습으로 변화해갈지 본인의 의견을 이야기해 주세요."
2024,서울,세종대,학생부종합(세종창의인재 전형(면접형),자연계열,-,-,"※ 아래 발표 주제에 따라 아이디어/스토리를 표현(글, 그림, 도형, 기호 등 이용)하고 그 자료를 참조하여 면접 시 구술 발표하시오.
[전공 적합성 발표 주제]
 저출산 · 고령화는 출산율 감소로 태어나는 아이 수가 감소하고, 전체 인구에서 노인 인구가 차지하는 비율이 증가하는 현상이다. 저출산 현상의 원인으로는 혼인과 출산에 대한 가치관의 변화, 출산과 양육에 따른 경제적 부담 등을 들 수 있다. 그리고 고령화 현상의 원인으로는 전반적인 생활수준의 향상, 의료기술 및 복지정책 다변화에 따른 평균 수명 증가 등을 들 수 있다.  낮은 출산율은 활발한 경제활동을 위한 노동력 감소를 초래하는 반면, 늘어난 수명은 다양한 관점에서 노인 삶의 질에 영향을 주게 된다. 저출산 · 고령화에 의한 경제활동 인구의 감소는 노동력 부족을 초래하고 가족과 사회 구성원의 변화를 가져오게 되며, 결과적으로 국가의 경제 성장을 저해할 수 있다. 이러한 저출산 · 고령화 문제를 해결하기 위한 자신의 아이디어를 간단한 스토리로 구성하고, 시나리오와 같은 개성있는 형식 또는 스토리보드로 작성하여 설명하시오"
2024,서울,세종대,학생부종합(세종창의인재 전형(면접형),자연계열,-,-,"※ 아래 발표 주제에 따라 아이디어/스토리를 표현(글, 그림, 도형, 기호 등 이용)하고 그 자료를 참조하여 면접 시 구술 발표하시오.
[전공 적합성 발표 주제]
 한 사회 구성원 간에 발생하는 사회 불평등은 구조화되어 지속해서 나타나기도 하는데, 이를 사회 계층화 현상이라고 한다. 사회 구성원은 직업, 학력, 성별 등 일정한 기준에 따라 다양하게 범주화할 수 있다. 이렇게 범주화된 사회 구성원 간에 사회적 희소가치가 차등 분배됨으로써 뚜렷하고 구조화된 위계가 나타나게 된다. 사회 계층화 현상은 사회 전반에 영향을 미치는데, 사회적 공정이 확립되면 개인과 집단의 창의성과 잠재력이 발휘되며, 사회적으로 평등하고 공정한 사회가 형성됨으로써 경제적, 정치적 안정과 사회적인 통합이 이루어질 수 있다. 반면, 사회적 차별은 불평등과 사회적 분열을 촉진하며, 개인과 집단의 발전을 저해함으로써 사회적 불안정과 불공평한 사회 구조를 초래할 수 있다. 이러한 사회 계층화 현상으로 발생하는 문제를 해결하기 위한 자신의 아이디어를 간단한 스토리로 구성하고, 시나리오와 같은 개성 있는 형식 또는 스토리보드로 작성하여 설명하시오"
2024,서울,세종대,학생부종합(세종창의인재 전형(면접형),자연계열,-,-,"[제시문]
입법권, 행정권, 사법권을 분리하여 상호 견제하게 함으로써 권력 남용을 막고 국민의 권리를 보호하는 장치를 ‘권력 분립’이라고 한다.
[문 제]
제시문에서 설명한 ‘권력 분립’을 독창적으로 해석하여, ‘공간감’을 사물 또는 소재에 대입하고 연상되는 창의적 아이디어를 표현(그림, 도형, 기호, 글 등을 혼합)하여 그 자료를 참조하여 면접 시 구술 발표하시오.
*주의사항 : 제시된 개념과 단어 및 사물을 하나로 융합하거나 동일한 맥락으로 연결할 수 있는 아이디어를 도출하여 주제를 설명할 것"
2024,서울,세종대,학생부종합(세종창의인재 전형(면접형),자연계열,-,-,"[제시문]
‘생애 주기’는 시간의 흐름에 따라 개인의 삶의 모습이 어떻게 달라지는지 단계를 나누어 나타낸 것을 의미한다.
[문 제]
제시문에서 설명한 ‘생애 주기’를 독창적으로 해석하여, ‘결합’을 사물 또는 소재에 대입하고 연상되는 창의적 아이디어를 표현(그림, 도형, 기호, 글 등을 혼합)하여 그 자료를 참조하여 면접 시 구술 발표하시오.
*주의사항 : 제시된 개념과 단어 및 사물을 하나로 융합하거나 동일한 맥락으로 연결할 수 있는 아이디어를 도출하여 주제를 설명할 것"
2024,서울,숙명여대,숙명인재(면접형)전형,한국어문학부,-,-,"2학년 문학 시간에 동백꽃, 눈길, 무진기행의 공간적 배경이 가지는 여행지로서의 가능성에 대해 분석 후 문학 여행을 기획하는 활동을 하였습니다. 세 작품의 공간적 배경에 대한 분석 내용을 소개해 주시기 바랍니다."
2024,서울,숙명여대,숙명인재(면접형)전형,한국어문학부,-,-,3학년 진로활동 시간에 스마트미디어시대의 독서교육과 관련한 탐구활동을 하였습니다. 이와 관련해 앞으로 필요한 독서교육 방안을 설명해 주시기 바랍니다. 
2024,서울,숙명여대,숙명인재(면접형)전형,역사문화학과,-,-,2학년 세계사 시간에 역사 전개과정에서 지리적 요소의 상관관계를 강조하는 발표를 하였습니다. 발표주제에 대해 구체적인 사례를 들어 설명해주시기 바랍니다. 
2024,서울,숙명여대,숙명인재(면접형)전형,역사문화학과,-,-,"2학년 동아시아사 시간에 ‘북방민족의 한족통치와 호한융합’이라는 주제로 동아시아 뉴스를 작성하였는데, 활동 내용과 느낀점을 설명해 주시기 바랍니다. "
2024,서울,숙명여대,숙명인재(면접형)전형,프랑스언어·문화학과,-,-,1학년 프랑스어 시간에 프랑스의 문화정책 탐구를 통해 프랑스가 문화강대국으로 현재까지 건재한 이유를 이해할 수 있게 되었다고 하였습니다. 그 이유는 무엇이며 우리나라에 적용한다면 어떻게 적용할 수 있을지 설명해 주시기 바랍니다. 
2024,서울,숙명여대,숙명인재(면접형)전형,프랑스언어·문화학과,-,-,3학년 진로활동 시간에 사르트르와 카뮈의 문학 성향에 대한 탐구활동을 하였습니다. 탐구를 통해 알게된 내용에 대해 설명해 주시기 바랍니다. 
2024,서울,숙명여대,숙명인재(면접형)전형,중어중문학부,-,-,1학년 영어 시간에 중미갈등의 원인과 양상을 기사를 보고 정리해서 발표했습니다. 중미갈등의 원인과 양상에 대해 구체적인 사례를 들어 설명해 주시기 바랍니다.
2024,서울,숙명여대,숙명인재(면접형)전형,중어중문학부,-,-,3학년 진로활동 시간에 '현대 중국 사회의 시민권 문제와 해결 방안'을 주제로 진로 주제 탐색 보고서를 작성하면서 비판적으로 바라보았다고 되어있습니다. 중국이 시민권을 제한하는 방법이 가진 문제점과 해결책을 제시해주시기 바랍니다.
2024,서울,숙명여대,숙명인재(면접형)전형,독일언어·문화학과,-,-,2학년 문학 시간에 '독일과 한국의 분단문학에 대하여'라는 주제로 브레히트와 전봉건의 작품세계를 조사하여 비교 분석하였습니다. 두 작가의 작품 세계의 공통점과 차이점에 대해 설명해주시기 바랍니다.
